               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.043051,            0.059447,                   0,             0.69056,             0.79171,              0.7335,             0.21607,            0.043937,            0.062855,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.043579,            0.060176,                   0,             0.74663,             0.75945,             0.73631,             0.22356,            0.043718,            0.061897,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.044234,            0.060262,                   0,             0.73208,             0.74654,              0.7319,              0.2183,            0.046104,            0.062174,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.043307,            0.058721,                   0,             0.72925,               0.753,             0.73065,             0.21835,            0.045185,            0.062427,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.043882,            0.058993,                   0,             0.72094,             0.77051,             0.72993,              0.2153,            0.045292,            0.063081,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,            0.042001,            0.059305,                   0,             0.73655,             0.75499,             0.73414,             0.21283,            0.045392,            0.062908,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.042379,            0.060005,                   0,             0.70246,             0.78157,             0.72238,             0.20986,            0.046288,            0.062514,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.042173,            0.059335,                   0,             0.68971,             0.77696,             0.71009,             0.20524,            0.046584,            0.062744,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.042447,            0.059388,                   0,             0.70213,             0.76129,              0.7079,             0.21125,            0.044895,            0.062984,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.042403,            0.060237,                   0,             0.70918,             0.73943,             0.69354,             0.20531,             0.04589,            0.063233,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.042952,            0.057469,                   0,             0.70753,             0.76498,             0.72026,             0.21303,            0.044173,             0.06287,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.043731,             0.05905,                   0,             0.71952,             0.76604,             0.71298,              0.2187,            0.044692,            0.062635,                   0,            0.003862,            0.003862,            0.003862
                 126,            0.043269,            0.058536,                   0,             0.74981,             0.75407,              0.7186,             0.21403,            0.046384,            0.063448,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.042388,             0.05922,                   0,             0.74318,              0.7447,             0.71093,             0.21424,            0.046121,            0.062874,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.042906,            0.056299,                   0,             0.72907,             0.74747,             0.71543,             0.21668,            0.045848,            0.062227,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.043158,            0.058188,                   0,             0.70868,             0.76498,             0.71143,              0.2106,            0.046703,            0.063385,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.042172,            0.060428,                   0,             0.70151,             0.74747,             0.69304,             0.20627,            0.047749,             0.06357,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.042424,            0.058623,                   0,             0.71088,             0.75916,             0.70568,             0.20848,            0.046957,            0.063711,                   0,            0.003565,            0.003565,            0.003565
                 132,            0.042794,            0.060693,                   0,             0.69206,             0.74194,             0.68421,             0.20119,             0.04591,            0.064043,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,             0.04185,            0.059039,                   0,              0.7225,             0.74839,             0.70073,             0.20681,            0.046458,            0.063253,                   0,            0.003466,            0.003466,            0.003466
                 134,            0.041602,            0.059346,                   0,             0.73108,             0.76866,             0.71378,             0.21134,            0.045783,            0.063496,                   0,           0.0034165,           0.0034165,           0.0034165
                 135,            0.042805,            0.056628,                   0,             0.73489,             0.75368,             0.70281,             0.21094,            0.046757,            0.063581,                   0,            0.003367,            0.003367,            0.003367
                 136,            0.040298,            0.061588,                   0,             0.72784,             0.75392,             0.70662,             0.21188,            0.045199,            0.063488,                   0,           0.0033175,           0.0033175,           0.0033175
                 137,            0.041317,             0.05996,                   0,              0.7292,             0.76498,              0.7154,             0.21364,            0.045487,             0.06343,                   0,            0.003268,            0.003268,            0.003268
                 138,            0.042727,            0.059443,                   0,             0.70194,             0.76221,             0.70072,             0.20691,            0.044892,            0.063956,                   0,           0.0032185,           0.0032185,           0.0032185
                 139,            0.042283,            0.058632,                   0,             0.73409,             0.76313,             0.71261,             0.21216,            0.044129,            0.064104,                   0,            0.003169,            0.003169,            0.003169
                 140,            0.040472,              0.0584,                   0,             0.73394,             0.75484,             0.70386,             0.21383,            0.044519,            0.063961,                   0,           0.0031195,           0.0031195,           0.0031195
                 141,            0.042104,            0.058376,                   0,             0.72107,             0.73622,             0.68125,             0.20418,              0.0463,            0.065061,                   0,             0.00307,             0.00307,             0.00307
                 142,            0.043085,            0.058118,                   0,             0.72596,              0.7471,                 0.7,             0.20694,            0.045885,            0.064283,                   0,           0.0030205,           0.0030205,           0.0030205
                 143,            0.040867,            0.057426,                   0,             0.69469,             0.75495,             0.68703,             0.20365,            0.044941,            0.064055,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.041352,            0.058525,                   0,             0.71117,             0.75576,             0.70072,             0.20342,            0.045405,            0.064274,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.042972,            0.057778,                   0,             0.71187,             0.75207,             0.68855,             0.20688,            0.045333,            0.064595,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.041182,            0.058107,                   0,             0.73011,             0.75945,             0.70558,             0.20635,            0.045616,            0.064172,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.041665,            0.057327,                   0,             0.73592,             0.75853,             0.71609,             0.21152,            0.044644,            0.063772,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.040652,            0.058413,                   0,                 0.7,             0.76129,             0.68874,             0.20278,            0.044635,            0.064407,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.041453,            0.058208,                   0,             0.72429,             0.75576,             0.69889,             0.20732,            0.044574,            0.064266,                   0,            0.002674,            0.002674,            0.002674
                 150,             0.04146,            0.057172,                   0,             0.69107,              0.7576,             0.68118,             0.20105,            0.046814,            0.064899,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.040532,            0.055602,                   0,             0.70565,             0.75787,             0.69773,             0.20607,            0.046988,            0.064545,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.041751,            0.056597,                   0,             0.71472,             0.75207,             0.69613,             0.20684,            0.047443,            0.064535,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,             0.04159,            0.056813,                   0,             0.71849,             0.75038,             0.68027,             0.20411,            0.047408,            0.063886,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.040796,            0.056482,                   0,             0.70028,             0.74194,             0.67707,             0.20052,            0.047602,            0.064653,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.040823,              0.0579,                   0,             0.68195,             0.76083,             0.67782,             0.19655,             0.04699,            0.064789,                   0,            0.002377,            0.002377,            0.002377
